"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"wp-mobile-detector","unknown","","0"
"wp-mobile-edition","unknown","","5000"
"wp-modal-login","unknown","","0"
"wp-most-popular","unknown","","9000"
"wp-multibyte-patch","yes","Doesn't include editor functionality","900000"
"wp-multicolor-subscribe-widget","unknown","","7000"
"wp-multilang","unknown","","3000"
"wp-multilingual-sitemap","unknown","","4000"
"wp-nag-hide","unknown","","5000"
"wp-native-articles","unknown","","5000"
"wp-native-dashboard","unknown","","20000"
"wp-native-php-sessions","unknown","","8000"
"wp-nested-pages","unknown","","40000"
"wp-nivo-slider","unknown","","7000"
"wp-no-base-permalink","unknown","","10000"
"wp-no-category-base","unknown","","0"
"wp-no-tag-base","unknown","","0"
"wp-noexternallinks","unknown","","0"
"wp-nofollow-post","unknown","","5000"
"wp-note","unknown","","3000"
"wp-notification-bars","unknown","","10000"
"wp-o-matic","unknown","","0"
"wp-old-post-date-remover","unknown","","8000"
"wp-open-graph","unknown","","6000"
"wp-opening-hours","unknown","","9000"
"wp-optimize","likely_yes","Doesn't include editor functionality","700000"
"wp-optimize-by-xtraffic","unknown","","3000"
"wp-original-media-path","unknown","","9000"
"wp-overview-lite","unknown","","0"
"wp-page-duplicator","unknown","","7000"
"wp-page-numbers","unknown","","30000"
"wp-page-widget","unknown","","40000"
"wp-pagenavi","yes","Doesn't include editor functionality","900000"
"wp-pagenavi-style","unknown","","30000"
"wp-paginate","yes","Existing functionality works in Gutenberg","60000"
"wp-parallax-content-slider","unknown","","3000"
"wp-parsidate","unknown","","30000"
"wp-paypal","unknown","","4000"
"wp-performance-score-booster","unknown","","50000"
"wp-permalauts","unknown","","10000"
"wp-photo-album-plus","unknown","","30000"
"wp-photo-sphere","unknown","","3000"
"wp-php-widget","unknown","","10000"
"wp-pipes","unknown","","6000"
"wp-piwik","likely_yes","Doesn't include editor functionality","70000"
"wp-policies","unknown","","0"
"wp-polls","likely_yes","Some editor UI is missing","100000"
"wp-popup-banners","unknown","","3000"
"wp-portfolio","unknown","","3000"
"wp-post-columns","unknown","","5000"
"wp-post-date-remover","unknown","","0"
"wp-post-navigation","unknown","","9000"
"wp-post-page-clone","unknown","","10000"
"wp-post-signature","unknown","","3000"
"wp-post-to-pdf-enhanced","unknown","","3000"
"wp-postratings","likely_yes","Doesn't include editor functionality","100000"
"wp-posts-carousel","unknown","","10000"
"wp-posturl","unknown","","7000"
"wp-postviews","yes","Doesn't include editor functionality","200000"
"wp-power-stats","unknown","","10000"
"wp-prettyphoto","unknown","","0"
"wp-print","unknown","","30000"
"wp-private-content-plus","unknown","","6000"
"wp-pro-quiz","unknown","","20000"
"wp-product-feed-manager","unknown","","9000"
"wp-product-review","testing","","60000"
"wp-property","unknown","","6000"
"wp-quicklatex","unknown","","4000"
"wp-quiz","unknown","","8000"
"wp-random-post-dater","unknown","","8000"
"wp-random-post-thumbnails","unknown","","4000"
"wp-realtime-sitemap","unknown","","30000"
"wp-recall","unknown","","3000"
"wp-recaptcha","unknown","","0"
"wp-recaptcha-integration","likely_yes","Doesn't include editor functionality","20000"
"wp-recipe-maker","unknown","","10000"
"wp-redis","unknown","","3000"
"wp-remove-category-base","unknown","","20000"
"wp-render-blogroll-links","unknown","","0"
"wp-reset","likely_yes","Doesn't include editor functionality","30000"
"wp-resized-image-quality","unknown","","6000"
"wp-responsive-menu","yes","Doesn't include editor functionality","70000"
"wp-responsive-photo-gallery","unknown","","3000"
"wp-responsive-recent-post-slider","unknown","","10000"
"wp-responsive-thumbnail-slider","unknown","","7000"
"wp-retina-2x","yes","Doesn't include editor functionality","100000"
"wp-review","yes","Existing functionality works in Gutenberg","90000"
"wp-revisions-control","unknown","","7000"
"wp-robots-txt","testing","","60000"
"wp-rollback","unknown","","50000"
"wp-rss-aggregator","likely_no","","50000"
"wp-rss-images","unknown","","8000"
"wp-rss-multi-importer","unknown","","0"
"wp-rtl","unknown","","7000"
"wp-russian-typograph","unknown","","9000"
"wp-scheduled-posts","unknown","","4000"
"wp-scss","unknown","","10000"
"wp-security-audit-log","no","","60000"
"wp-security-scan","likely_yes","Doesn't include editor functionality","70000"
"wp-sendgrid","unknown","","10000"
"wp-seo-html-sitemap","unknown","","20000"
"wp-seo-qtranslate-x","unknown","","30000"
"wp-seo-structured-data-schema","unknown","","20000"
"wp-seopress","unknown","","10000"
"wp-server-stats","unknown","","5000"
"wp-serverinfo","likely_yes","Doesn't include editor functionality","8000"
"wp-ses","unknown","","10000"
"wp-session-manager","unknown","","5000"
"wp-share-buttons","unknown","","0"
"wp-share-buttons-analytics-by-getsocial","unknown","","20000"
"wp-shop-original","unknown","","4000"
"wp-shortcode","no","Some editor UI is missing","70000"
"wp-show-ids","unknown","","10000"
"wp-show-more","unknown","","10000"
"wp-show-posts","unknown","","9000"
"wp-showhide","unknown","","10000"
"wp-simple-anchors-links","unknown","","4000"
"wp-simple-booking-calendar","unknown","","10000"
"wp-simple-firewall","testing","","70000"
"wp-simple-galleries","unknown","","7000"
"wp-simple-mail-sender","unknown","","9000"
"wp-simpleviewer","unknown","","5000"
"wp-site-migrate","unknown","","20000"
"wp-site-verification-tool","unknown","","4000"
"wp-sitemanager","unknown","","10000"
"wp-sitemap-page","yes","Doesn't include editor functionality","100000"
"wp-slick-slider-and-image-carousel","unknown","","10000"
"wp-slimbox2","unknown","","10000"
"wp-slimstat","likely_yes","Doesn't include editor functionality","100000"
"wp-slug-translate","unknown","","4000"
"wp-smart-preloader","unknown","","3000"
"wp-smart-security","unknown","","8000"
"wp-sms","unknown","","6000"
"wp-smtp","likely_yes","Doesn't include editor functionality","60000"
"wp-smushit","likely_yes","Doesn't include editor functionality","1000000"
"wp-snow-effect","unknown","","4000"
"wp-social-bookmarking-light","yes","Doesn't include editor functionality","100000"
"wp-social-icons","unknown","","4000"
"wp-social-likes","unknown","","10000"
"wp-social-seo-booster","unknown","","5000"
"wp-social-sharing","unknown","","20000"
"wp-social-widget","unknown","","8000"
"wp-socializer","unknown","","10000"
"wp-soononline-page","unknown","","3000"
"wp-spam-fighter","likely_yes","Doesn't include editor functionality","4000"
"wp-spamfree","unknown","","0"
"wp-spamshield","unknown","","0"
"wp-special-textboxes","unknown","","10000"
"wp-speed-of-light","likely_yes","Doesn't include editor functionality","10000"
"wp-splash-page","unknown","","7000"
"wp-sponsors","unknown","","5000"
"wp-staging","unknown","","10000"
"wp-statistics","likely_yes","Doesn't include editor functionality","400000"
"wp-stats","unknown","","10000"
"wp-stats-dashboard","unknown","","0"
"wp-sticky","unknown","","10000"
"wp-store-locator","unknown","","40000"
"wp-structuring-markup","unknown","","10000"
"wp-subscribe","unknown","","30000"
"wp-subtitle","unknown","","20000"
"wp-super-cache","likely_yes","Doesn't include editor functionality","2000000"
"wp-super-cache-clear-cache-menu","likely_yes","Doesn't include editor functionality","30000"
"wp-super-edit","unknown","","10000"
"wp-super-minify","unknown","","20000"
"wp-super-popup","likely_yes","Doesn't include editor functionality","9000"
"wp-super-simple-speed","unknown","","0"
"wp-super-snow","unknown","","5000"
"wp-supersized","unknown","","5000"
"wp-support-plus-responsive-ticket-system","unknown","","10000"
"wp-survey-and-quiz-tool","unknown","","5000"
"wp-sweep","likely_yes","Doesn't include editor functionality","60000"
"wp-swfobject","unknown","","10000"
"wp-syntax","unknown","","10000"
"wp-system-health","unknown","","0"
"wp-tab-widget","yes","Doesn't include editor functionality","80000"
"wp-table","unknown","","0"
"wp-table-reloaded","unknown","","50000"
"wp-taxonomy-import","unknown","","3000"
"wp-team-manager","unknown","","3000"
"wp-team-showcase-and-slider","unknown","","4000"
"wp-term-order","unknown","","5000"
"wp-testimonial-with-widget","unknown","","9000"
"wp-testimonials","unknown","","0"
"wp-theme-changelogs","unknown","","4000"
"wp-thumb","unknown","","4000"
"wp-tiles","unknown","","10000"
"wp-time-capsule","likely_yes","Doesn't include editor functionality","10000"
"wp-title-2","unknown","","3000"
"wp-to-buffer","unknown","","6000"
"wp-to-top","unknown","","7000"
"wp-to-twitter","yes","Existing functionality works in Gutenberg","60000"
"wp-toolbar-removal","unknown","","0"
"wp-topbar","unknown","","4000"
"wp-total-hacks","unknown","","50000"
"wp-translate","unknown","","8000"
"wp-translitera","unknown","","20000"
"wp-trending-post-slider-and-widget","unknown","","3000"
"wp-tweet-button","unknown","","0"
"wp-twitter-feed","unknown","","5000"
"wp-twitter-feeds","unknown","","20000"
"wp-typography","unknown","","10000"
"wp-ui","unknown","","10000"
"wp-ulike","unknown","","10000"
"wp-ultimate-csv-importer","unknown","","10000"
"wp-ultimate-post-grid","unknown","","3000"
"wp-ultimate-recipe","unknown","","10000"
"wp-ultra-simple-paypal-shopping-cart","unknown","","4000"
"wp-updates-notifier","unknown","","40000"
"wp-updates-settings","unknown","","6000"
"wp-user-avatar","yes","Doesn't include editor functionality","200000"
"wp-user-avatars","unknown","","10000"
"wp-user-frontend","unknown","","10000"
"wp-user-manager","unknown","","7000"
"wp-useronline","unknown","","30000"
"wp-users-media","unknown","","3000"
"wp-utf8-excerpt","unknown","","8000"
"wp-video-lightbox","testing","","70000"
"wp-video-posts","unknown","","4000"
"wp-visual-icon-fonts","unknown","","20000"
"wp-visual-slidebox-builder","unknown","","7000"
"wp-vr-view","unknown","","10000"
"wp-web-scrapper","unknown","","3000"
"wp-whatsapp-chat","unknown","","9000"
"wp-widget-cache","unknown","","0"
"wp-widgets-shortcode","unknown","","3000"
"wp-word-count","unknown","","5000"
"wp-youtube-lyte","unknown","","10000"
"wp-youtube-player","unknown","","8000"
"wp101","unknown","","10000"
"wp125","unknown","","30000"
"wp2yt-uploader","unknown","","3000"
"wpadverts","unknown","","7000"
"wpaudio-mp3-player","unknown","","10000"
"wpautop-control","unknown","","4000"
"wpb-accordion-menu-or-category","unknown","","3000"
"wpb-woocommerce-product-slider","unknown","","8000"
"wpc-image-widget","unknown","","3000"
"wpc-insert-code","unknown","","5000"
"wpcat2tag-importer","yes","Doesn't include editor functionality","70000"
"wpcf7-redirect","unknown","","10000"
"wpclef","unknown","","0"
"wpcommentcleaner","unknown","","7000"
"wpcore","unknown","","10000"
"wpcu3er","unknown","","7000"
"wpcustom-category-image","unknown","","10000"
"wpdatatables","unknown","","10000"
"wpdbspringclean","unknown","","5000"
"wpdiscuz","unknown","","30000"
"wpecounter","unknown","","3000"
"wpematico","unknown","","10000"
"wpfavs","unknown","","4000"
"wpforms-lite","no","Some editor UI is missing","900000"
"wpforo","unknown","","10000"
"wpfront-notification-bar","unknown","","20000"
"wpfront-scroll-top","unknown","","50000"
"wpfront-user-role-editor","unknown","","50000"
"wpgform","unknown","","20000"
"wpglobus","unknown","","10000"
"wpglobus-for-wpbakery-visual-composer","unknown","","7000"
"wpi-designer-button-shortcode","unknown","","6000"
"wpide","unknown","","50000"
"wpjam-basic","unknown","","6000"
"wplegalpages","unknown","","9000"
"wplite","unknown","","6000"
"wplms-coauthors-plus","unknown","","4000"
"wplms-mycred-addon","unknown","","3000"
"wplr-sync","unknown","","4000"
"wpmandrill","unknown","","20000"
"wpmbytplayer","unknown","","7000"
"wpml-widgets","unknown","","30000"
"wponlinebackup","likely_yes","Doesn't include editor functionality","0"
"wppdf","unknown","","4000"
"wpremote","unknown","","50000"
"wps-hide-login","likely_yes","Doesn't include editor functionality","200000"
"wpsecurity","unknown","","3000"
"wpsite-follow-us-badges","unknown","","6000"
"wpsite-show-ids","unknown","","10000"
"wpsocialite","unknown","","3000"
"wpsso","unknown","","10000"
"wpstudio-testimonial-slider","unknown","","6000"
"wptap-mobile-detector","unknown","","7000"
"wptelegram","unknown","","3000"
"wptouch","likely_yes","Doesn't include editor functionality","200000"
"wptouch-pro","unknown","","0"
"wpupper-share-buttons","unknown","","10000"
"wr-contactform","unknown","","3000"
"wr-megamenu","unknown","","7000"
"wr-pagebuilder","unknown","","9000"
"wrc-pricing-tables","unknown","","3000"
"ws-facebook-likebox","unknown","","10000"
"ws-google-webmaster-tools","likely_yes","Doesn't include editor functionality","10000"
"wsa-favicon","unknown","","4000"
"wsi","unknown","","3000"
"wt-yandex-metrika","unknown","","4000"
"wti-like-post","unknown","","10000"
"wufoo-shortcode","unknown","","30000"
"wunderground","unknown","","30000"
"www-xml-sitemap-generator-org","likely_yes","Doesn't include editor functionality","30000"
"wysija-newsletters","no","Some editor UI is missing","300000"
"wysiwyg-widgets","unknown","","40000"
"xcloner-backup-and-restore","likely_yes","Doesn't include editor functionality","60000"
"xili-language","unknown","","4000"
"xml-google-maps","unknown","","0"
"xml-maps","likely_yes","Doesn't include editor functionality","7000"
"xml-sitemap-feed","likely_yes","Doesn't include editor functionality","100000"
"xml-sitemap-generator","likely_yes","Doesn't include editor functionality","3000"
"xml-sitemap-xml-sitemapcouk","likely_yes","Doesn't include editor functionality","0"
"xml-sitemaps","likely_yes","Doesn't include editor functionality","20000"
"xml-sitemaps-for-videos","likely_yes","Doesn't include editor functionality","60000"
"xserver-typesquare-webfonts","unknown","","20000"
"xt-visitor-counter","unknown","","4000"
"yandex-maps-for-wordpress","unknown","","3000"
"yandex-metrica","unknown","","20000"
"yandex-metrika","likely_yes","Doesn't include editor functionality","30000"
"yandex-pinger","unknown","","5000"
"yandex-share","unknown","","4000"
"yandexkassa","unknown","","3000"
"yandexmetrika","likely_yes","Doesn't include editor functionality","3000"
"yandexnews-feed-by-teplitsa","unknown","","4000"
"yellow-pencil-visual-theme-customizer","unknown","","10000"
"yeloni-free-exit-popup","unknown","","4000"
"yelp-widget-pro","unknown","","6000"
"yendif-player","unknown","","3000"
